starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 27 20:32:54 2026	1774639974	174	1726	1900	1154
Fri Mar 27 20:35:02 2026	1774640102	136	1765	1901	1164
Fri Mar 27 20:36:01 2026	1774640161	178	1723	1901	1723
Fri Mar 27 20:36:01 2026	1774640161	160	1742	1902	1740
Fri Mar 27 20:33:35 2026	1774640015	129	1773	1902	1168
Fri Mar 27 20:36:01 2026	1774640161	113	1789	1902	1789
Fri Mar 27 20:36:01 2026	1774640161	178	1725	1904	1725
Fri Mar 27 20:35:21 2026	1774640121	124	1781	1905	1168
Fri Mar 27 20:35:30 2026	1774640130	147	1758	1905	1758
Fri Mar 27 20:34:05 2026	1774640045	151	1757	1908	1125
Fri Mar 27 20:33:09 2026	1774639989	129	1780	1909	1170
Fri Mar 27 20:34:14 2026	1774640054	168	1741	1909	1148
Fri Mar 27 20:35:30 2026	1774640130	151	1758	1909	1758
Fri Mar 27 20:35:30 2026	1774640130	151	1759	1910	1759
Fri Mar 27 20:33:12 2026	1774639992	150	1761	1911	1155
Fri Mar 27 20:36:01 2026	1774640161	174	1738	1912	1738
Fri Mar 27 20:34:43 2026	1774640083	185	1728	1913	1137
Fri Mar 27 20:33:38 2026	1774640018	178	1735	1913	1142
Fri Mar 27 20:32:56 2026	1774639976	140	1775	1914	1168
Fri Mar 27 20:33:52 2026	1774640032	116	1799	1915	1170
Fri Mar 27 20:33:37 2026	1774640017	207	1708	1915	1171
Fri Mar 27 20:33:44 2026	1774640024	110	1806	1915	1182
Fri Mar 27 20:34:09 2026	1774640049	112	1803	1916	1170
Fri Mar 27 20:36:16 2026	1774640176	169	1747	1916	1151
Fri Mar 27 20:36:06 2026	1774640166	151	1765	1916	1172
Fri Mar 27 20:36:01 2026	1774640161	174	1742	1916	1742
Fri Mar 27 20:36:01 2026	1774640161	174	1742	1916	1742
Fri Mar 27 20:36:01 2026	1774640161	174	1742	1916	1742
Fri Mar 27 20:36:01 2026	1774640161	174	1743	1917	1742
Fri Mar 27 20:34:30 2026	1774640070	145	1773	1918	1168
Fri Mar 27 20:36:01 2026	1774640161	175	1744	1918	1744
Fri Mar 27 20:34:22 2026	1774640062	144	1774	1918	1164
Fri Mar 27 20:34:22 2026	1774640062	144	1774	1918	1164
Fri Mar 27 20:35:15 2026	1774640115	151	1767	1918	1156
Fri Mar 27 20:35:13 2026	1774640113	143	1775	1919	1167
Fri Mar 27 20:33:06 2026	1774639986	117	1802	1919	1164
Fri Mar 27 20:33:06 2026	1774639986	114	1805	1919	1167
Fri Mar 27 20:32:41 2026	1774639961	149	1770	1919	1159
Fri Mar 27 20:32:41 2026	1774639961	149	1770	1919	1159
Fri Mar 27 20:35:15 2026	1774640115	154	1765	1920	1162
Fri Mar 27 20:34:57 2026	1774640097	120	1800	1920	1163
Fri Mar 27 20:34:08 2026	1774640048	120	1800	1920	1199
Fri Mar 27 20:34:21 2026	1774640061	118	1803	1921	1169
Fri Mar 27 20:32:37 2026	1774639957	115	1807	1922	1174
Fri Mar 27 20:35:08 2026	1774640108	162	1759	1922	1150
Fri Mar 27 20:32:56 2026	1774639976	135	1787	1922	1167
Fri Mar 27 20:32:54 2026	1774639974	145	1780	1924	1168
Fri Mar 27 20:33:27 2026	1774640007	119	1806	1925	1172
Fri Mar 27 20:32:26 2026	1774639946	165	1761	1926	1760
Fri Mar 27 20:32:26 2026	1774639946	183	1742	1926	1742
Fri Mar 27 20:33:46 2026	1774640026	119	1807	1926	1165
Fri Mar 27 20:32:26 2026	1774639946	163	1763	1926	1763
Fri Mar 27 20:33:58 2026	1774640038	126	1800	1926	1171
Fri Mar 27 20:32:33 2026	1774639953	134	1793	1927	1150
Fri Mar 27 20:34:03 2026	1774640043	172	1755	1927	1164
Fri Mar 27 20:32:34 2026	1774639954	129	1799	1928	1173
Fri Mar 27 20:34:55 2026	1774640095	111	1817	1928	1185
Fri Mar 27 20:32:33 2026	1774639953	134	1794	1928	1157
Fri Mar 27 20:32:26 2026	1774639946	165	1763	1928	1763
Fri Mar 27 20:32:33 2026	1774639953	145	1783	1928	1168
Fri Mar 27 20:32:26 2026	1774639946	168	1760	1928	1760
Fri Mar 27 20:32:26 2026	1774639946	166	1762	1929	1762
Fri Mar 27 20:36:17 2026	1774640177	178	1751	1929	1139
Fri Mar 27 20:32:26 2026	1774639946	166	1763	1929	1763
Fri Mar 27 20:35:30 2026	1774640130	154	1776	1929	1156
Fri Mar 27 20:32:26 2026	1774639946	167	1763	1930	1762
Fri Mar 27 20:34:56 2026	1774640096	143	1787	1930	1166
Fri Mar 27 20:34:56 2026	1774640096	144	1786	1930	1166
Fri Mar 27 20:33:57 2026	1774640037	166	1764	1930	1144
Fri Mar 27 20:32:33 2026	1774639953	164	1766	1930	1152
Fri Mar 27 20:35:43 2026	1774640143	151	1780	1931	1157
Fri Mar 27 20:33:22 2026	1774640002	145	1786	1932	1168
Fri Mar 27 20:34:49 2026	1774640089	116	1816	1932	1168
Fri Mar 27 20:34:49 2026	1774640089	114	1818	1932	1170
Fri Mar 27 20:34:08 2026	1774640048	159	1773	1932	1171
Fri Mar 27 20:33:33 2026	1774640013	159	1773	1933	1154
Fri Mar 27 20:33:38 2026	1774640018	135	1799	1934	1170
Fri Mar 27 20:33:38 2026	1774640018	135	1799	1934	1157
Fri Mar 27 20:34:04 2026	1774640044	150	1785	1935	1145
Fri Mar 27 20:36:01 2026	1774640161	165	1770	1935	1770
Fri Mar 27 20:34:56 2026	1774640096	165	1772	1937	1172
Fri Mar 27 20:34:56 2026	1774640096	167	1769	1937	1167
Fri Mar 27 20:33:53 2026	1774640033	156	1781	1937	1168
Fri Mar 27 20:34:16 2026	1774640056	135	1804	1939	1187
Fri Mar 27 20:34:08 2026	1774640048	164	1776	1939	1169
Fri Mar 27 20:34:22 2026	1774640062	159	1781	1940	1167
Fri Mar 27 20:33:39 2026	1774640019	137	1803	1940	1172
Fri Mar 27 20:33:43 2026	1774640023	154	1786	1940	1156
Fri Mar 27 20:34:51 2026	1774640091	168	1772	1940	1159
Fri Mar 27 20:32:54 2026	1774639974	135	1806	1941	1173
Fri Mar 27 20:35:14 2026	1774640114	142	1800	1941	1160
Fri Mar 27 20:33:54 2026	1774640034	139	1803	1942	1164
Fri Mar 27 20:34:31 2026	1774640071	145	1797	1942	1176
Fri Mar 27 20:35:02 2026	1774640102	177	1765	1942	1163
Fri Mar 27 20:34:22 2026	1774640062	159	1784	1943	1166
Fri Mar 27 20:36:10 2026	1774640170	117	1826	1943	1161
Fri Mar 27 20:34:09 2026	1774640049	139	1804	1943	1170
Fri Mar 27 20:34:58 2026	1774640098	140	1803	1944	1173
Fri Mar 27 20:36:14 2026	1774640174	151	1794	1944	1170
Fri Mar 27 20:33:52 2026	1774640032	151	1793	1945	1159
Fri Mar 27 20:36:17 2026	1774640177	134	1811	1945	1158
Fri Mar 27 20:32:46 2026	1774639966	135	1810	1945	1189
Fri Mar 27 20:34:29 2026	1774640069	141	1805	1946	1169
Fri Mar 27 20:33:45 2026	1774640025	165	1781	1946	1181
Fri Mar 27 20:35:13 2026	1774640113	145	1801	1946	1162
Fri Mar 27 20:33:30 2026	1774640010	143	1803	1946	1229
Fri Mar 27 20:36:01 2026	1774640161	165	1782	1946	1782
Fri Mar 27 20:34:46 2026	1774640086	125	1822	1946	1171
Fri Mar 27 20:33:31 2026	1774640011	140	1807	1947	1169
Fri Mar 27 20:34:46 2026	1774640086	131	1815	1947	1173
Fri Mar 27 20:34:46 2026	1774640086	125	1822	1947	1170
Fri Mar 27 20:35:06 2026	1774640106	166	1781	1947	1159
Fri Mar 27 20:35:14 2026	1774640114	137	1810	1947	1186
Fri Mar 27 20:36:11 2026	1774640171	168	1779	1947	1164
Fri Mar 27 20:34:19 2026	1774640059	126	1822	1947	1158
Fri Mar 27 20:32:31 2026	1774639951	169	1779	1948	1144
Fri Mar 27 20:36:01 2026	1774640161	138	1809	1948	1809
Fri Mar 27 20:33:36 2026	1774640016	143	1805	1948	1166
Fri Mar 27 20:35:10 2026	1774640110	151	1798	1948	1163
Fri Mar 27 20:36:10 2026	1774640170	150	1798	1948	1146
Fri Mar 27 20:36:01 2026	1774640161	166	1782	1948	1782
Fri Mar 27 20:36:10 2026	1774640170	148	1801	1948	1147
Fri Mar 27 20:35:04 2026	1774640104	124	1825	1949	1171
Fri Mar 27 20:34:03 2026	1774640043	139	1810	1949	1160
Fri Mar 27 20:32:39 2026	1774639959	153	1796	1949	1172
Fri Mar 27 20:33:00 2026	1774639980	156	1794	1950	1169
Fri Mar 27 20:32:29 2026	1774639949	112	1838	1950	1178
Fri Mar 27 20:35:13 2026	1774640113	193	1758	1950	1152
Fri Mar 27 20:32:31 2026	1774639951	172	1779	1950	1144
Fri Mar 27 20:34:24 2026	1774640064	121	1829	1951	1166
Fri Mar 27 20:36:05 2026	1774640165	164	1787	1951	1166
Fri Mar 27 20:33:45 2026	1774640025	174	1778	1951	1166
Fri Mar 27 20:33:57 2026	1774640037	187	1764	1951	1144
Fri Mar 27 20:34:36 2026	1774640076	162	1789	1951	1170
Fri Mar 27 20:32:54 2026	1774639974	175	1776	1951	1159
Fri Mar 27 20:36:01 2026	1774640161	177	1775	1952	1772
Fri Mar 27 20:32:40 2026	1774639960	137	1816	1952	1160
Fri Mar 27 20:33:29 2026	1774640009	195	1757	1952	1143
Fri Mar 27 20:33:19 2026	1774639999	148	1805	1953	1170
Fri Mar 27 20:32:53 2026	1774639973	150	1803	1953	1171
Fri Mar 27 20:34:00 2026	1774640040	146	1807	1953	1183
Fri Mar 27 20:34:36 2026	1774640076	162	1791	1953	1169
Fri Mar 27 20:34:36 2026	1774640076	162	1791	1953	1172
Fri Mar 27 20:34:44 2026	1774640084	139	1814	1954	1171
Fri Mar 27 20:33:50 2026	1774640030	152	1801	1954	1191
Fri Mar 27 20:33:39 2026	1774640019	153	1801	1954	1180
Fri Mar 27 20:33:39 2026	1774640019	153	1801	1954	1180
Fri Mar 27 20:34:32 2026	1774640072	158	1796	1954	1163
Fri Mar 27 20:33:54 2026	1774640034	148	1806	1954	1167
Fri Mar 27 20:34:28 2026	1774640068	128	1827	1955	1172
Fri Mar 27 20:32:41 2026	1774639961	122	1834	1955	1178
Fri Mar 27 20:34:37 2026	1774640077	125	1830	1955	1170
Fri Mar 27 20:32:39 2026	1774639959	152	1804	1956	1182
Fri Mar 27 20:33:22 2026	1774640002	150	1807	1957	1177
Fri Mar 27 20:33:49 2026	1774640029	150	1807	1957	1180
Fri Mar 27 20:35:30 2026	1774640130	199	1759	1957	1758
Fri Mar 27 20:35:14 2026	1774640114	107	1851	1957	1177
Fri Mar 27 20:32:32 2026	1774639952	126	1832	1958	1188
Fri Mar 27 20:33:42 2026	1774640022	156	1804	1960	1163
Fri Mar 27 20:32:52 2026	1774639972	148	1812	1960	1167
Fri Mar 27 20:33:58 2026	1774640038	185	1775	1960	1138
Fri Mar 27 20:34:44 2026	1774640084	135	1826	1960	1170
Fri Mar 27 20:36:14 2026	1774640174	168	1793	1960	1167
Fri Mar 27 20:34:32 2026	1774640072	111	1849	1960	1178
Fri Mar 27 20:35:12 2026	1774640112	127	1834	1961	1158
Fri Mar 27 20:36:08 2026	1774640168	201	1760	1961	1172
Fri Mar 27 20:33:49 2026	1774640029	152	1809	1961	1178
Fri Mar 27 20:32:31 2026	1774639951	183	1779	1962	1144
Fri Mar 27 20:32:31 2026	1774639951	183	1779	1962	1144
Fri Mar 27 20:32:50 2026	1774639970	166	1796	1962	1174
Fri Mar 27 20:35:15 2026	1774640115	183	1779	1962	1175
Fri Mar 27 20:34:05 2026	1774640045	168	1794	1962	1193
Fri Mar 27 20:32:35 2026	1774639955	130	1833	1962	1151
Fri Mar 27 20:33:55 2026	1774640035	116	1847	1963	1178
Fri Mar 27 20:32:51 2026	1774639971	122	1841	1963	1163
Fri Mar 27 20:34:10 2026	1774640050	130	1833	1963	1187
Fri Mar 27 20:34:10 2026	1774640050	130	1833	1963	1187
Fri Mar 27 20:34:44 2026	1774640084	138	1825	1964	1170
Fri Mar 27 20:32:31 2026	1774639951	183	1781	1964	1144
Fri Mar 27 20:33:01 2026	1774639981	162	1802	1964	1191
Fri Mar 27 20:34:52 2026	1774640092	136	1828	1964	1176
Fri Mar 27 20:36:04 2026	1774640164	140	1824	1965	1174
Fri Mar 27 20:34:20 2026	1774640060	127	1837	1965	1168
Fri Mar 27 20:34:20 2026	1774640060	132	1832	1965	1187
Fri Mar 27 20:33:10 2026	1774639990	160	1805	1965	1172
Fri Mar 27 20:33:25 2026	1774640005	131	1834	1965	1174
Fri Mar 27 20:33:58 2026	1774640038	127	1839	1965	1176
Fri Mar 27 20:36:24 2026	1774640184	140	1825	1965	1177
Fri Mar 27 20:36:08 2026	1774640168	200	1765	1965	1177
Fri Mar 27 20:33:43 2026	1774640023	158	1808	1965	1152
Fri Mar 27 20:36:04 2026	1774640164	140	1826	1966	1174
Fri Mar 27 20:36:06 2026	1774640166	144	1823	1967	1164
Fri Mar 27 20:34:24 2026	1774640064	155	1812	1967	1170
Fri Mar 27 20:35:37 2026	1774640137	153	1815	1967	1181
Fri Mar 27 20:33:43 2026	1774640023	149	1819	1968	1166
Fri Mar 27 20:32:42 2026	1774639962	157	1811	1968	1168
Fri Mar 27 20:36:26 2026	1774640186	154	1814	1968	1208
Fri Mar 27 20:36:01 2026	1774640161	178	1790	1968	1790
Fri Mar 27 20:32:45 2026	1774639965	141	1827	1969	1170
Fri Mar 27 20:32:45 2026	1774639965	146	1823	1969	1168
Fri Mar 27 20:32:47 2026	1774639967	132	1838	1970	1199
Fri Mar 27 20:36:01 2026	1774640161	178	1792	1970	1792
Fri Mar 27 20:34:03 2026	1774640043	169	1801	1970	1200
Fri Mar 27 20:33:22 2026	1774640002	136	1834	1971	1184
Fri Mar 27 20:33:04 2026	1774639984	134	1837	1971	1170
Fri Mar 27 20:34:48 2026	1774640088	162	1810	1971	1172
Fri Mar 27 20:34:48 2026	1774640088	162	1809	1971	1168
Fri Mar 27 20:33:08 2026	1774639988	165	1806	1971	1161
Fri Mar 27 20:34:48 2026	1774640088	165	1807	1972	1169
Fri Mar 27 20:34:48 2026	1774640088	162	1810	1972	1168
Fri Mar 27 20:35:15 2026	1774640115	184	1787	1972	1175
Fri Mar 27 20:34:21 2026	1774640061	106	1866	1972	1169
Fri Mar 27 20:34:48 2026	1774640088	163	1809	1972	1171
Fri Mar 27 20:33:48 2026	1774640028	169	1803	1972	1168
Fri Mar 27 20:36:12 2026	1774640172	129	1843	1972	1211
Fri Mar 27 20:33:21 2026	1774640001	137	1835	1973	1175
Fri Mar 27 20:36:01 2026	1774640161	135	1838	1973	1838
Fri Mar 27 20:33:42 2026	1774640022	163	1810	1973	1183
Fri Mar 27 20:33:21 2026	1774640001	140	1833	1973	1177
Fri Mar 27 20:34:03 2026	1774640043	168	1805	1974	1201
Fri Mar 27 20:32:35 2026	1774639955	141	1832	1974	1151
Fri Mar 27 20:36:11 2026	1774640171	193	1781	1974	1164
Fri Mar 27 20:34:46 2026	1774640086	128	1846	1974	1190
Fri Mar 27 20:34:46 2026	1774640086	128	1846	1975	1190
Fri Mar 27 20:35:17 2026	1774640117	126	1849	1975	1182
Fri Mar 27 20:34:46 2026	1774640086	128	1846	1975	1190
Fri Mar 27 20:36:02 2026	1774640162	106	1868	1975	1868
Fri Mar 27 20:34:46 2026	1774640086	129	1846	1975	1190
Fri Mar 27 20:33:51 2026	1774640031	168	1807	1975	1162
Fri Mar 27 20:34:46 2026	1774640086	129	1846	1975	1190
Fri Mar 27 20:35:17 2026	1774640117	126	1849	1975	1182
Fri Mar 27 20:34:08 2026	1774640048	171	1804	1975	1174
Fri Mar 27 20:36:01 2026	1774640161	178	1797	1976	1795
Fri Mar 27 20:34:58 2026	1774640098	181	1795	1976	1156
Fri Mar 27 20:34:58 2026	1774640098	181	1795	1976	1156
Fri Mar 27 20:33:05 2026	1774639985	159	1817	1976	1179
Fri Mar 27 20:36:01 2026	1774640161	137	1839	1976	1839
Fri Mar 27 20:34:44 2026	1774640084	143	1834	1976	1176
Fri Mar 27 20:34:11 2026	1774640051	143	1833	1976	1189
Fri Mar 27 20:32:29 2026	1774639949	139	1838	1977	1178
Fri Mar 27 20:35:09 2026	1774640109	125	1852	1977	1160
Fri Mar 27 20:32:29 2026	1774639949	156	1821	1977	1164
Fri Mar 27 20:33:10 2026	1774639990	173	1805	1978	1168
Fri Mar 27 20:33:18 2026	1774639998	164	1814	1978	1172
Fri Mar 27 20:32:29 2026	1774639949	156	1822	1978	1173
Fri Mar 27 20:33:43 2026	1774640023	141	1837	1978	1176
Fri Mar 27 20:33:38 2026	1774640018	155	1823	1978	1165
Fri Mar 27 20:34:30 2026	1774640070	141	1837	1978	1170
Fri Mar 27 20:32:37 2026	1774639957	133	1845	1978	1180
Fri Mar 27 20:33:52 2026	1774640032	188	1790	1979	1159
Fri Mar 27 20:36:25 2026	1774640185	152	1827	1979	1165
Fri Mar 27 20:33:34 2026	1774640014	148	1832	1980	1165
Fri Mar 27 20:32:58 2026	1774639978	143	1837	1980	1177
Fri Mar 27 20:35:12 2026	1774640112	147	1833	1980	1187
Fri Mar 27 20:36:06 2026	1774640166	149	1831	1980	1158
Fri Mar 27 20:35:08 2026	1774640108	162	1818	1980	1152
Fri Mar 27 20:34:44 2026	1774640084	148	1833	1980	1179
Fri Mar 27 20:35:09 2026	1774640109	113	1868	1981	1220
Fri Mar 27 20:33:43 2026	1774640023	143	1838	1981	1174
Fri Mar 27 20:32:45 2026	1774639965	141	1841	1982	1165
Fri Mar 27 20:34:44 2026	1774640084	150	1834	1984	1176
Fri Mar 27 20:35:00 2026	1774640100	147	1837	1984	1176
Fri Mar 27 20:32:57 2026	1774639977	147	1837	1984	1219
Fri Mar 27 20:32:51 2026	1774639971	141	1843	1984	1184
Fri Mar 27 20:34:57 2026	1774640097	172	1812	1985	1179
Fri Mar 27 20:34:57 2026	1774640097	169	1815	1985	1182
Fri Mar 27 20:34:35 2026	1774640075	128	1857	1985	1163
Fri Mar 27 20:34:40 2026	1774640080	176	1810	1985	1171
Fri Mar 27 20:34:40 2026	1774640080	177	1809	1985	1169
Fri Mar 27 20:34:41 2026	1774640081	113	1873	1986	1224
Fri Mar 27 20:33:41 2026	1774640021	131	1855	1986	1164
Fri Mar 27 20:34:44 2026	1774640084	212	1775	1987	1175
Fri Mar 27 20:34:47 2026	1774640087	176	1811	1987	1173
Fri Mar 27 20:36:23 2026	1774640183	149	1838	1987	1175
Fri Mar 27 20:35:13 2026	1774640113	120	1867	1987	1173
Fri Mar 27 20:34:44 2026	1774640084	216	1772	1988	1175
Fri Mar 27 20:35:22 2026	1774640122	174	1813	1988	1170
Fri Mar 27 20:33:41 2026	1774640021	136	1854	1989	1219
Fri Mar 27 20:33:13 2026	1774639993	163	1827	1990	1171
Fri Mar 27 20:33:13 2026	1774639993	163	1827	1990	1171
Fri Mar 27 20:33:55 2026	1774640035	172	1818	1991	1157
Fri Mar 27 20:35:08 2026	1774640108	135	1856	1991	1250
Fri Mar 27 20:33:01 2026	1774639981	124	1867	1992	1176
Fri Mar 27 20:34:32 2026	1774640072	140	1852	1992	1180
Fri Mar 27 20:33:55 2026	1774640035	172	1820	1992	1157
Fri Mar 27 20:33:10 2026	1774639990	125	1867	1992	1224
Fri Mar 27 20:35:10 2026	1774640110	191	1801	1992	1166
Fri Mar 27 20:34:25 2026	1774640065	179	1813	1992	1169
Fri Mar 27 20:35:10 2026	1774640110	161	1831	1992	1183
Fri Mar 27 20:33:36 2026	1774640016	161	1833	1994	1167
Fri Mar 27 20:34:27 2026	1774640067	180	1814	1995	1167
Fri Mar 27 20:36:12 2026	1774640172	196	1800	1996	1151
Fri Mar 27 20:32:45 2026	1774639965	201	1794	1996	1165
Fri Mar 27 20:36:12 2026	1774640172	196	1800	1996	1153
Fri Mar 27 20:34:52 2026	1774640092	120	1877	1997	1193
Fri Mar 27 20:34:56 2026	1774640096	176	1822	1998	1254
Fri Mar 27 20:36:08 2026	1774640168	203	1796	1999	1173
Fri Mar 27 20:35:38 2026	1774640138	134	1865	1999	1172
Fri Mar 27 20:33:34 2026	1774640014	137	1863	2000	1181
Fri Mar 27 20:33:04 2026	1774639984	166	1835	2000	1199
Fri Mar 27 20:33:48 2026	1774640028	188	1814	2002	1152
Fri Mar 27 20:33:52 2026	1774640032	209	1793	2002	1159
Fri Mar 27 20:32:25 2026	1774639945	183	1820	2003	1820
Fri Mar 27 20:32:25 2026	1774639945	182	1821	2003	1821
Fri Mar 27 20:34:19 2026	1774640059	181	1822	2003	1159
Fri Mar 27 20:35:02 2026	1774640102	170	1834	2003	1203
Fri Mar 27 20:36:05 2026	1774640165	179	1825	2004	1189
Fri Mar 27 20:32:34 2026	1774639954	175	1830	2005	1184
Fri Mar 27 20:33:51 2026	1774640031	175	1830	2005	1180
Fri Mar 27 20:35:07 2026	1774640107	137	1869	2006	1263
Fri Mar 27 20:35:37 2026	1774640137	152	1854	2006	1182
Fri Mar 27 20:35:37 2026	1774640137	152	1855	2006	1182
Fri Mar 27 20:35:37 2026	1774640137	153	1854	2006	1182
Fri Mar 27 20:35:37 2026	1774640137	152	1855	2006	1182
Fri Mar 27 20:32:29 2026	1774639949	168	1838	2006	1178
Fri Mar 27 20:33:49 2026	1774640029	134	1872	2006	1211
Fri Mar 27 20:35:37 2026	1774640137	152	1854	2006	1182
Fri Mar 27 20:32:29 2026	1774639949	140	1866	2006	1186
Fri Mar 27 20:32:29 2026	1774639949	139	1867	2007	1187
Fri Mar 27 20:32:29 2026	1774639949	140	1867	2007	1186
Fri Mar 27 20:32:29 2026	1774639949	139	1868	2007	1187
Fri Mar 27 20:32:29 2026	1774639949	140	1867	2007	1187
Fri Mar 27 20:32:29 2026	1774639949	140	1867	2007	1186
Fri Mar 27 20:32:29 2026	1774639949	139	1868	2007	1187
Fri Mar 27 20:34:46 2026	1774640086	131	1876	2007	1187
Fri Mar 27 20:32:29 2026	1774639949	140	1867	2007	1186
Fri Mar 27 20:32:29 2026	1774639949	151	1856	2007	1175
Fri Mar 27 20:33:30 2026	1774640010	149	1858	2007	1261
Fri Mar 27 20:34:46 2026	1774640086	148	1859	2007	1170
Fri Mar 27 20:32:34 2026	1774639954	174	1833	2007	1184
Fri Mar 27 20:32:34 2026	1774639954	175	1833	2007	1184
Fri Mar 27 20:34:35 2026	1774640075	133	1875	2008	1205
Fri Mar 27 20:32:52 2026	1774639972	218	1791	2008	1170
Fri Mar 27 20:33:05 2026	1774639985	147	1862	2009	1325
Fri Mar 27 20:32:29 2026	1774639949	138	1871	2009	1188
Fri Mar 27 20:32:29 2026	1774639949	138	1872	2010	1188
Fri Mar 27 20:36:08 2026	1774640168	187	1823	2010	1162
Fri Mar 27 20:32:29 2026	1774639949	139	1871	2010	1187
Fri Mar 27 20:34:58 2026	1774640098	181	1829	2010	1159
Fri Mar 27 20:35:22 2026	1774640122	174	1836	2010	1219
Fri Mar 27 20:32:29 2026	1774639949	152	1859	2011	1175
Fri Mar 27 20:33:28 2026	1774640008	140	1871	2011	1186
Fri Mar 27 20:34:33 2026	1774640073	116	1896	2012	1222
Fri Mar 27 20:33:04 2026	1774639984	177	1835	2012	1230
Fri Mar 27 20:33:49 2026	1774640029	156	1856	2012	1174
Fri Mar 27 20:34:44 2026	1774640084	152	1861	2013	1165
Fri Mar 27 20:32:52 2026	1774639972	153	1860	2013	1201
Fri Mar 27 20:33:40 2026	1774640020	159	1854	2014	1224
Fri Mar 27 20:32:47 2026	1774639967	175	1838	2014	1196
Fri Mar 27 20:32:37 2026	1774639957	113	1901	2014	1201
Fri Mar 27 20:34:36 2026	1774640076	169	1845	2014	1172
Fri Mar 27 20:35:07 2026	1774640107	146	1869	2014	1234
Fri Mar 27 20:34:29 2026	1774640069	176	1838	2015	1222
Fri Mar 27 20:36:17 2026	1774640177	159	1856	2015	1191
Fri Mar 27 20:34:23 2026	1774640063	170	1845	2015	1223
Fri Mar 27 20:36:19 2026	1774640179	133	1882	2015	1253
Fri Mar 27 20:36:22 2026	1774640182	157	1859	2016	1196
Fri Mar 27 20:33:15 2026	1774639995	151	1865	2016	1161
Fri Mar 27 20:32:35 2026	1774639955	156	1865	2021	1169
Fri Mar 27 20:32:35 2026	1774639955	156	1865	2021	1169
Fri Mar 27 20:35:34 2026	1774640134	170	1851	2021	1208
Fri Mar 27 20:34:47 2026	1774640087	121	1901	2022	1199
Fri Mar 27 20:34:50 2026	1774640090	181	1841	2022	1156
Fri Mar 27 20:35:04 2026	1774640104	131	1892	2022	1195
Fri Mar 27 20:36:01 2026	1774640161	174	1848	2023	1848
Fri Mar 27 20:36:01 2026	1774640161	175	1848	2023	1848
Fri Mar 27 20:33:34 2026	1774640014	165	1858	2023	1176
Fri Mar 27 20:36:01 2026	1774640161	175	1848	2023	1848
Fri Mar 27 20:33:02 2026	1774639982	122	1901	2023	1192
Fri Mar 27 20:36:01 2026	1774640161	175	1848	2023	1848
Fri Mar 27 20:35:13 2026	1774640113	124	1900	2023	1175
Fri Mar 27 20:32:35 2026	1774639955	165	1858	2024	1165
Fri Mar 27 20:34:05 2026	1774640045	168	1856	2024	1222
Fri Mar 27 20:35:17 2026	1774640117	178	1847	2025	1180
Fri Mar 27 20:34:13 2026	1774640053	165	1860	2025	1171
Fri Mar 27 20:35:18 2026	1774640118	169	1856	2026	1178
Fri Mar 27 20:32:47 2026	1774639967	192	1835	2026	1196
Fri Mar 27 20:32:47 2026	1774639967	197	1830	2027	1191
Fri Mar 27 20:33:19 2026	1774639999	148	1879	2027	1179
Fri Mar 27 20:34:31 2026	1774640071	127	1902	2028	1202
Fri Mar 27 20:33:10 2026	1774639990	125	1904	2029	1239
Fri Mar 27 20:33:10 2026	1774639990	125	1904	2029	1239
Fri Mar 27 20:34:52 2026	1774640092	133	1896	2029	1356
Fri Mar 27 20:34:11 2026	1774640051	170	1860	2030	1174
Fri Mar 27 20:33:34 2026	1774640014	165	1865	2030	1192
Fri Mar 27 20:34:50 2026	1774640090	189	1841	2030	1154
Fri Mar 27 20:33:41 2026	1774640021	149	1883	2032	1248
Fri Mar 27 20:35:17 2026	1774640117	184	1849	2032	1182
Fri Mar 27 20:35:17 2026	1774640117	183	1849	2033	1182
Fri Mar 27 20:34:50 2026	1774640090	179	1854	2033	1158
Fri Mar 27 20:35:17 2026	1774640117	186	1847	2033	1180
Fri Mar 27 20:32:55 2026	1774639975	124	1910	2033	1201
Fri Mar 27 20:32:45 2026	1774639965	132	1902	2034	1205
Fri Mar 27 20:33:19 2026	1774639999	156	1878	2034	1178
Fri Mar 27 20:33:15 2026	1774639995	173	1861	2034	1168
Fri Mar 27 20:36:20 2026	1774640180	185	1850	2035	1172
Fri Mar 27 20:34:21 2026	1774640061	170	1865	2035	1169
Fri Mar 27 20:36:20 2026	1774640180	186	1850	2036	1172
Fri Mar 27 20:35:04 2026	1774640104	164	1871	2036	1156
Fri Mar 27 20:33:07 2026	1774639987	152	1885	2036	1162
Fri Mar 27 20:33:19 2026	1774639999	158	1878	2036	1178
Fri Mar 27 20:33:07 2026	1774639987	152	1885	2037	1161
Fri Mar 27 20:32:36 2026	1774639956	136	1902	2037	1201
Fri Mar 27 20:33:51 2026	1774640031	170	1868	2038	1162
Fri Mar 27 20:36:25 2026	1774640185	135	1903	2038	1225
Fri Mar 27 20:34:25 2026	1774640065	144	1894	2038	1205
Fri Mar 27 20:33:26 2026	1774640006	145	1893	2038	1180
Fri Mar 27 20:34:26 2026	1774640066	154	1885	2039	1202
